#class tools::wcsv::ntuple
#title Deposited Energy
#separator 44
#vector_separator 59
#column double X
#column double Y
#column double Z
#column double Edep
#column string Part
#column string Vol
#column string Proc
#column int TrackID
#column int EventID
-29.4476,-147.577,1620,0,neutron,Envelope,Transportation,1,0
-26.3285,-146.481,1565.74,0,neutron,Counter9,hadElastic,1,0
-23.4737,-142.515,1565.2,0,neutron,Counter9,hadElastic,1,0
-25.5602,-110.599,1585.51,0.0425668,neutron,Counter9,hadElastic,1,0
-24.9969,-107.938,1587.16,0,neutron,Counter9,hadElastic,1,0
-25.7357,-101.424,1588.55,0,neutron,Counter9,hadElastic,1,0
-25.0727,-100.363,1588.18,0.0583611,neutron,Counter9,hadElastic,1,0
-24.978,-99.6657,1588.14,0,neutron,Counter9,hadElastic,1,0
-25.2388,-99.3234,1588.27,0.00216939,neutron,Counter9,hadElastic,1,0
-26.1512,-97.9949,1588.53,0,neutron,Counter9,hadElastic,1,0
-26.1037,-97.6056,1588.16,0.0120366,neutron,Counter9,hadElastic,1,0
-25.5881,-97.7022,1587.26,0.000486818,neutron,Counter9,hadElastic,1,0
-18.9193,-100.376,1587.51,0.00159803,neutron,Counter9,hadElastic,1,0
-18.5985,-100.641,1587.3,0.00104062,neutron,Counter9,hadElastic,1,0
-18.486,-101.122,1586.91,0.00167822,neutron,Counter9,hadElastic,1,0
-18.2113,-101.151,1586.71,0.000661746,neutron,Counter9,hadElastic,1,0
-18.2039,-101.534,1586.44,9.87817e-05,neutron,Counter9,hadElastic,1,0
-17.7043,-101.692,1586.12,2.84867e-05,neutron,Counter9,hadElastic,1,0
-17.5987,-101.754,1586.18,1.12121e-06,neutron,Counter9,hadElastic,1,0
-15.9248,-102.177,1586.59,2.17622e-06,neutron,Counter9,hadElastic,1,0
-15.8825,-102.166,1586.59,2.83655e-06,neutron,Counter9,hadElastic,1,0
-14.3089,-103.09,1586.6,2.44875e-06,neutron,Counter9,hadElastic,1,0
-14.396,-103.994,1587.03,1.17631e-07,neutron,Counter9,hadElastic,1,0
-14.1067,-104.716,1587.94,2.76219e-07,neutron,Counter9,hadElastic,1,0
-11.5696,-104.308,1588.37,1.94228e-08,neutron,Counter9,hadElastic,1,0
-11.4671,-104.628,1588.68,5.15911e-10,neutron,Counter9,hadElastic,1,0
-11.257,-104.789,1588.71,3.49019e-10,neutron,Counter9,hadElastic,1,0
-11.1611,-104.747,1588.69,6.99174e-11,neutron,Counter9,hadElastic,1,0
-10.7039,-104.989,1588.97,0,neutron,Counter9,nCapture,1,0
-10.7039,-104.989,1588.97,0.00131742,deuteron,Counter9,hIoni,9,0
